"name","essround","edition","proddate","idno","cntry","dweight","pweight","happy","gndr","agea","hinctnta","prob","stratum","psu"
"ESS11e01",11,"1.0","20.06.2024",52117,"AT",1.0973082,0.33091453,8,2,30,7,0.00062495115,51,52
"ESS11e01",11,"1.0","20.06.2024",52135,"AT",0.4328124,0.33091453,10,2,77,3,0.0015844372,16,406
"ESS11e01",11,"1.0","20.06.2024",52150,"AT",0.53681755,0.33091453,9,2,48,8,0.001277462,59,92
"ESS11e01",11,"1.0","20.06.2024",52170,"AT",1.4876366,0.33091453,4,2,35,7,0.00046097554,30,706
"ESS11e01",11,"1.0","20.06.2024",52179,"AT",1.8968233,0.33091453,10,1,48,77,0.0003615329,39,10
"ESS11e01",11,"1.0","20.06.2024",52249,"AT",2.0805652,0.33091453,8,1,53,9,0.0003296047,35,768
"ESS11e01",11,"1.0","20.06.2024",52271,"AT",0.9475608,0.33091453,8,1,54,77,0.0007237151,24,434
"ESS11e01",11,"1.0","20.06.2024",52278,"AT",1.4462273,0.33091453,8,1,50,6,0.00047417445,41,15
"ESS11e01",11,"1.0","20.06.2024",52280,"AT",0.83968544,0.33091453,7,2,42,3,0.0008166916,80,190
"ESS11e01",11,"1.0","20.06.2024",52284,"AT",0.98635733,0.33091453,8,1,46,77,0.0006952491,57,80
"ESS11e01",11,"1.0","20.06.2024",52285,"AT",0.94756085,0.33091453,7,1,53,88,0.00072371506,24,438
"ESS11e01",11,"1.0","20.06.2024",52286,"AT",0.87345386,0.33091453,6,2,33,6,0.0007851177,100,271
"ESS11e01",11,"1.0","20.06.2024",52289,"AT",1.159529,0.33091453,9,1,23,8,0.000591416,87,213
"ESS11e01",11,"1.0","20.06.2024",52291,"AT",0.45688316,0.33091453,9,1,73,2,0.0015009616,3,350
"ESS11e01",11,"1.0","20.06.2024",52293,"AT",0.6098981,0.33091453,8,1,55,4,0.0011243912,69,144
"ESS11e01",11,"1.0","20.06.2024",52305,"AT",0.68042654,0.33091453,9,2,64,2,0.0010078443,2,575
"ESS11e01",11,"1.0","20.06.2024",52438,"AT",0.69250387,0.33091453,9,2,76,3,0.0009902675,33,464
"ESS11e01",11,"1.0","20.06.2024",52449,"AT",0.39378572,0.33091453,9,1,57,77,0.001741465,88,221
"ESS11e01",11,"1.0","20.06.2024",52452,"AT",0.74771136,0.33091453,8,1,69,10,0.0009171508,65,114
"ESS11e01",11,"1.0","20.06.2024",52471,"AT",0.9137663,0.33091453,9,2,47,6,0.0007504808,3,347
"ESS11e01",11,"1.0","20.06.2024",52472,"AT",1.3608531,0.33091453,10,2,57,7,0.0005039222,2,555
"ESS11e01",11,"1.0","20.06.2024",52477,"AT",1.0828215,0.33091453,8,2,57,8,0.0006333122,53,59
"ESS11e01",11,"1.0","20.06.2024",52480,"AT",0.32879525,0.33091453,7,1,90,3,0.0020856871,68,125
"ESS11e01",11,"1.0","20.06.2024",52487,"AT",0.45688316,0.33091453,0,1,44,8,0.0015009616,3,353
"ESS11e01",11,"1.0","20.06.2024",52510,"AT",0.6854701,0.33091453,8,2,73,77,0.0010004288,12,594
"ESS11e01",11,"1.0","20.06.2024",52519,"AT",0.48490664,0.33091453,6,2,78,77,0.0014142188,113,337
"ESS11e01",11,"1.0","20.06.2024",52532,"AT",1.3096625,0.33091453,9,2,72,4,0.00052361895,36,814
"ESS11e01",11,"1.0","20.06.2024",52545,"AT",3.516255,0.33091453,5,2,54,10,0.00019502683,8,379
"ESS11e01",11,"1.0","20.06.2024",52573,"AT",0.340339,0.33091453,8,2,24,4,0.002014944,11,393
"ESS11e01",11,"1.0","20.06.2024",52600,"AT",1.8296943,0.33091453,7,2,42,7,0.00037479706,69,147
"ESS11e01",11,"1.0","20.06.2024",52616,"AT",1.0159594,0.33091453,5,1,17,2,0.00067499164,64,109
"ESS11e01",11,"1.0","20.06.2024",52629,"AT",0.872949,0.33091453,9,2,59,6,0.0007855717,105,312
"ESS11e01",11,"1.0","20.06.2024",52638,"AT",0.43282503,0.33091453,8,2,81,2,0.001584391,99,264
"ESS11e01",11,"1.0","20.06.2024",52644,"AT",0.94841164,0.33091453,8,2,50,77,0.0007230658,39,8
"ESS11e01",11,"1.0","20.06.2024",52681,"AT",1.1622558,0.33091453,6,1,45,88,0.00059002853,75,165
"ESS11e01",11,"1.0","20.06.2024",52716,"AT",0.8648057,0.33091453,7,1,62,6,0.00079296896,97,253
"ESS11e01",11,"1.0","20.06.2024",52731,"AT",0.62733126,0.33091453,5,2,71,3,0.001093145,110,331
"ESS11e01",11,"1.0","20.06.2024",52744,"AT",1.5751429,0.33091453,9,1,58,7,0.00043536624,88,224
"ESS11e01",11,"1.0","20.06.2024",52745,"AT",0.5368175,0.33091453,7,1,53,77,0.0012774621,59,95
"ESS11e01",11,"1.0","20.06.2024",52746,"AT",0.43594596,0.33091453,10,2,54,7,0.0015730483,109,322
"ESS11e01",11,"1.0","20.06.2024",52759,"AT",0.86565006,0.33091453,8,2,65,6,0.0007921955,99,264
"ESS11e01",11,"1.0","20.06.2024",52762,"AT",0.5368175,0.33091453,8,2,29,77,0.0012774621,59,96
"ESS11e01",11,"1.0","20.06.2024",52781,"AT",0.7602457,0.33091453,10,2,29,1,0.00090202957,91,230
"ESS11e01",11,"1.0","20.06.2024",52791,"AT",1.0806355,0.33091453,8,2,67,7,0.00063459325,58,82
"ESS11e01",11,"1.0","20.06.2024",52796,"AT",0.4364745,0.33091453,6,1,69,77,0.0015711434,105,312
"ESS11e01",11,"1.0","20.06.2024",52815,"AT",0.32879525,0.33091453,8,1,25,6,0.0020856871,68,125
"ESS11e01",11,"1.0","20.06.2024",52833,"AT",2.1405962,0.33091453,8,1,44,8,0.00032036123,56,75
"ESS11e01",11,"1.0","20.06.2024",52858,"AT",0.41984272,0.33091453,10,2,70,3,0.0016333832,80,186
"ESS11e01",11,"1.0","20.06.2024",52880,"AT",0.7798974,0.33091453,7,2,61,2,0.00087930035,44,470
"ESS11e01",11,"1.0","20.06.2024",52888,"AT",0.43282506,0.33091453,5,2,64,1,0.0015843908,99,261
"ESS11e01",11,"1.0","20.06.2024",52891,"AT",1.3078378,0.33091453,9,1,56,8,0.00052434945,109,322
"ESS11e01",11,"1.0","20.06.2024",52904,"AT",0.47378042,0.33091453,9,1,71,2,0.0014474301,24,432
"ESS11e01",11,"1.0","20.06.2024",52907,"AT",1.4280057,0.33091453,8,1,74,8,0.00048022502,27,649
"ESS11e01",11,"1.0","20.06.2024",52910,"AT",2.7803075,0.33091453,8,2,19,77,0.00024665045,101,276
"ESS11e01",11,"1.0","20.06.2024",52975,"AT",1.6548057,0.33091453,8,1,48,88,0.00041440758,108,321
"ESS11e01",11,"1.0","20.06.2024",52994,"AT",0.8700288,0.33091453,8,2,39,4,0.00078820845,103,305
"ESS11e01",11,"1.0","20.06.2024",53002,"AT",0.3978003,0.33091453,9,1,69,5,0.0017238903,9,381
"ESS11e01",11,"1.0","20.06.2024",53008,"AT",0.55908823,0.33091453,8,1,81,2,0.0012265757,49,48
"ESS11e01",11,"1.0","20.06.2024",53011,"AT",0.5811279,0.33091453,10,2,80,3,0.0011800571,75,164
"ESS11e01",11,"1.0","20.06.2024",53015,"AT",0.92452425,0.33091453,5,2,34,2,0.000741748,86,206
"ESS11e01",11,"1.0","20.06.2024",53016,"AT",0.4073112,0.33091453,8,2,81,3,0.0016836366,38,1
"ESS11e01",11,"1.0","20.06.2024",53029,"AT",1.073635,0.33091453,7,1,57,77,0.00063873106,59,89
"ESS11e01",11,"1.0","20.06.2024",53067,"AT",0.32879528,0.33091453,8,2,30,2,0.002085687,68,124
"ESS11e01",11,"1.0","20.06.2024",53091,"AT",0.65053284,0.33091453,8,2,70,6,0.0010541574,54,495
"ESS11e01",11,"1.0","20.06.2024",53100,"AT",0.9332868,0.33091453,9,2,77,88,0.0007347838,71,155
"ESS11e01",11,"1.0","20.06.2024",53131,"AT",0.6670056,0.33091453,7,2,66,2,0.0010281234,28,670
"ESS11e01",11,"1.0","20.06.2024",53145,"AT",1.538732,0.33091453,8,1,54,77,0.0004456683,55,66
"ESS11e01",11,"1.0","20.06.2024",53154,"AT",0.9137663,0.33091453,9,1,68,4,0.0007504808,3,350
"ESS11e01",11,"1.0","20.06.2024",53159,"AT",0.71400285,0.33091453,8,2,70,3,0.00096045004,27,646
"ESS11e01",11,"1.0","20.06.2024",53183,"AT",0.3912093,0.33091453,9,2,53,3,0.001752934,45,30
"ESS11e01",11,"1.0","20.06.2024",53193,"AT",1.4504194,0.33091453,7,1,52,7,0.00047280395,61,103
"ESS11e01",11,"1.0","20.06.2024",53212,"AT",1.2988544,0.33091453,10,1,76,7,0.00052797614,10,392
"ESS11e01",11,"1.0","20.06.2024",53236,"AT",0.99414355,0.33091453,8,2,77,5,0.00068980386,84,523
"ESS11e01",11,"1.0","20.06.2024",53245,"AT",0.6098981,0.33091453,7,2,40,2,0.0011243912,69,137
"ESS11e01",11,"1.0","20.06.2024",53278,"AT",0.9484116,0.33091453,10,2,50,10,0.00072306587,39,12
"ESS11e01",11,"1.0","20.06.2024",53286,"AT",0.48294935,0.33091453,5,2,60,2,0.0014199503,17,410
"ESS11e01",11,"1.0","20.06.2024",53298,"AT",0.94756085,0.33091453,7,2,73,77,0.00072371506,24,431
"ESS11e01",11,"1.0","20.06.2024",53301,"AT",0.6377034,0.33091453,6,1,65,6,0.0010753652,6,370
"ESS11e01",11,"1.0","20.06.2024",53315,"AT",1.3101807,0.33091453,9,1,58,9,0.00052341184,100,268
"ESS11e01",11,"1.0","20.06.2024",53333,"AT",0.6670056,0.33091453,10,1,89,4,0.0010281234,28,658
"ESS11e01",11,"1.0","20.06.2024",53359,"AT",0.47378042,0.33091453,1,1,48,77,0.0014474301,24,431
"ESS11e01",11,"1.0","20.06.2024",53368,"AT",0.44314238,0.33091453,10,2,84,3,0.0015475028,77,174
"ESS11e01",11,"1.0","20.06.2024",53377,"AT",0.8841214,0.33091453,8,2,41,9,0.0007756447,60,98
"ESS11e01",11,"1.0","20.06.2024",53380,"AT",0.8656501,0.33091453,9,2,86,2,0.0007921954,99,265
"ESS11e01",11,"1.0","20.06.2024",53384,"AT",1.483479,0.33091453,8,2,60,6,0.00046226743,29,688
"ESS11e01",11,"1.0","20.06.2024",53390,"AT",0.83893704,0.33091453,9,1,61,3,0.00081742014,76,166
"ESS11e01",11,"1.0","20.06.2024",53398,"AT",0.43672693,0.33091453,7,1,51,4,0.0015702354,100,269
"ESS11e01",11,"1.0","20.06.2024",53415,"AT",1.745898,0.33091453,9,1,36,7,0.00039278585,105,312
"ESS11e01",11,"1.0","20.06.2024",53421,"AT",0.76981914,0.33091453,3,2,40,77,0.0008908119,102,297
"ESS11e01",11,"1.0","20.06.2024",53425,"AT",0.45469967,0.33091453,7,2,57,2,0.0015081692,83,196
"ESS11e01",11,"1.0","20.06.2024",53458,"AT",1.159529,0.33091453,10,1,75,6,0.000591416,87,212
"ESS11e01",11,"1.0","20.06.2024",53467,"AT",0.55606145,0.33091453,7,2,90,2,0.0012332523,101,280
"ESS11e01",11,"1.0","20.06.2024",53497,"AT",1.2988544,0.33091453,9,1,65,6,0.00052797614,10,387
"ESS11e01",11,"1.0","20.06.2024",53502,"AT",1.163636,0.33091453,5,1,45,77,0.00058932864,5,362
"ESS11e01",11,"1.0","20.06.2024",53509,"AT",2.1640618,0.33091453,3,2,47,6,0.00031688748,16,408
"ESS11e01",11,"1.0","20.06.2024",53535,"AT",0.4666434,0.33091453,6,2,26,1,0.0014695677,71,156
"ESS11e01",11,"1.0","20.06.2024",53536,"AT",0.4512756,0.33091453,8,2,75,2,0.0015196125,98,255
"ESS11e01",11,"1.0","20.06.2024",53539,"AT",0.6098981,0.33091453,6,1,35,3,0.0011243912,69,138
"ESS11e01",11,"1.0","20.06.2024",53567,"AT",0.42728814,0.33091453,6,2,52,77,0.0016049218,22,424
"ESS11e01",11,"1.0","20.06.2024",53580,"AT",0.93086755,0.33091453,10,2,28,6,0.0007366935,40,14
"ESS11e01",11,"1.0","20.06.2024",53620,"AT",0.94756097,0.33091453,7,1,56,77,0.000723715,24,433
"ESS11e01",11,"1.0","20.06.2024",53645,"AT",0.47378042,0.33091453,2,1,67,4,0.0014474301,24,439
"ESS11e01",11,"1.0","20.06.2024",53647,"AT",0.6989865,0.33091453,5,2,63,8,0.0009810835,26,617
"ESS11e01",11,"1.0","20.06.2024",53674,"AT",1.0736351,0.33091453,6,2,81,77,0.000638731,59,90
"ESS11e01",11,"1.0","20.06.2024",53691,"AT",0.69250387,0.33091453,8,1,64,77,0.0009902675,33,456
"ESS11e01",11,"1.0","20.06.2024",53810,"AT",1.4462273,0.33091453,9,2,51,8,0.00047417445,41,20
"ESS11e01",11,"1.0","20.06.2024",53820,"AT",1.159529,0.33091453,7,2,21,4,0.000591416,87,209
"ESS11e01",11,"1.0","20.06.2024",53821,"AT",0.9408682,0.33091453,8,2,66,8,0.00072886306,70,152
